ron_true,kon_true,roff_true,koff_true,mu_true,tau_on_true,tau_off_true,bf_true,bs_true,mean_true,ron_es,kon_es,roff_es,koff_es,mu_es,tau_on_es,tau_off_es,bf_es,bs_es,mean_es
2.67608642578125,3.5136993408203128,8.68743896484375,7.870478820800781,392.61659240722656,0.761615086041052,1.103800564443911,0.5360735553709031,299.0227198073745,160.2981725438166,1.5056312806044818,1.937037096288638,8.481961583612915,8.418199261786379,366.91562695285864,0.777285723380967,1.0075743421893062,0.5602680116440916,285.19827851583375,159.787472428384
9.67608642578125,8.463699340820312,1.68743896484375,2.875478820800781,192.66659240722655,1.1432455284787362,0.5868375564574048,0.5780069227351072,220.26522025679697,127.31482214620182,9.448398520354631,8.728923035120308,1.4790800227105354,2.6933481092515836,193.30094378748197,1.0824243130956197,0.5491603620155643,0.61290107418535,209.23364129990017,128.23952350842103
13.17608642578125,1.0386993408203127,12.18743896484375,5.372978820800781,92.69159240722655,12.68517838412744,2.268283455289584,0.06687414665171514,1175.8093843945014,78.63124920646078,6.563086479814411,0.48996742548892863,14.492199136336396,6.232328738158077,92.26434970800021,13.394944517516116,2.325326494349762,0.06361213488273747,1235.875845283367,78.61670096848272
6.17608642578125,5.988699340820312,5.18743896484375,0.37797882080078127,292.6415924072266,1.0312901139791182,13.724152464028819,0.06777160323814599,301.79838118867934,20.45336014783392,1.787283648382289,1.6203990683662783,4.274741750402011,0.337779690641428,236.987122568897,1.1029898024961637,12.655413776608283,0.07268285119348791,261.39437951640184,18.99888878920474
7.92608642578125,2.2761993408203125,3.43743896484375,1.6267288208007813,242.65409240722656,3.4821582994241584,2.1130989510296008,0.17872279240045716,844.9599617650606,151.01360383323515,5.461551335658097,1.696861366078199,2.7820421515047875,1.433135630887691,241.06223252674926,3.2186196496894044,1.941227397843411,0.19380419434683646,775.8876384085914,150.37027866544662
14.92608642578125,7.226199340820313,10.43743896484375,6.621728820800781,42.70409240722656,2.065551436073012,1.5762407744721756,0.2745900760357486,88.20749939794143,24.220903966603984,10.477942505457442,4.986888103302866,13.199409086812565,8.33411421510391,42.29506952217555,2.1010983780682375,1.5837806809620254,0.2713793272398923,88.8661019733264,24.116422967952982
11.42608642578125,4.751199340820312,6.93743896484375,4.124228820800781,142.67909240722656,2.4048846630393106,1.6821178616119419,0.24467809695941672,343.1267610665077,83.95560291360158,4.571798133322463,1.9432850287756016,6.308538829708199,4.029107700780528,137.89350760717176,2.352613263430017,1.5657409278203447,0.25520919018321214,324.4100949375202,82.79243761626351
4.42608642578125,9.701199340820313,13.93743896484375,9.119228820800782,342.62909240722655,0.45624115846762814,1.528357193214927,0.5038802935375783,156.32149404458505,78.76732030541832,2.939573748582833,6.47414114409321,11.066289030261151,8.295470203451192,311.63111889389455,0.45404844954064705,1.3340158856404796,0.5592639930926772,141.49562636238986,79.13340900457963
3.55108642578125,0.41994934082031254,7.81243896484375,7.246103820800781,167.67284240722654,8.455987617088997,1.0781571942727675,0.10488617697607319,1417.8394791176224,148.71176253039437,14.998340634441076,1.5767649413225855,11.955134076497762,9.997327055267974,167.90740409340808,9.512096724994732,1.1958330472141696,0.09338873351554616,1597.151468579274,149.15595288311303
10.55108642578125,5.3699493408203125,14.81243896484375,2.251103820800781,367.6228424072266,1.964839099239895,6.580078105671086,0.11702863538868166,722.3197345354249,84.53209284699557,8.428531175849951,4.308850966260933,13.893828664149027,2.103639483722201,360.47732481643163,1.9560971687920619,6.6046624298785,0.11681206421861146,705.1286744871584,82.36753600657832
14.05108642578125,2.894949340820313,4.31243896484375,9.74360382080078,267.64784240722656,4.853655374086697,0.4425917806343373,0.18881294070814045,1299.0703886625445,245.28130027024199,1.7039039713234585,1.788989796136986,8.410143586224734,8.442752326416857,366.98884818814236,0.9524391782461501,0.9961376647174534,0.5131950549505111,349.53455699381544,179.37940618354367
7.05108642578125,7.844949340820312,11.31243896484375,4.748603820800781,67.69784240722656,0.8988058583236114,2.382266323269747,0.3047784213983305,60.84721735148384,18.54491885086635,9.455808792206781,8.776591442594588,1.5401524992742697,2.6100209784815176,193.36863512211215,1.0773896511025696,0.5900920000153845,0.5997067489945423,208.3333663283925,124.9389258278893
5.30108642578125,4.132449340820313,13.06243896484375,3.499853820800781,17.710342407226562,1.2827952598032228,3.732281299067231,0.19939875059957812,22.718743289482234,4.530089027115307,6.5404899632188425,0.5774347791945678,14.523401588923523,6.192235276360083,92.26307381687238,11.326802954858062,2.345421473949656,0.07314098778930041,1045.0456571332375,76.43567164764355
12.30108642578125,9.082449340820313,6.06243896484375,8.494853820800781,217.66034240722655,1.3543798554972435,0.7136601868297087,0.4835496313092677,294.79478309698004,142.54790867844025,1.8998986207179736,1.541083740201319,4.171977145995038,0.6918466529449004,236.62417357595137,1.232832824820915,6.030205000250684,0.1376834355106972,291.71804833055467,40.164743094626374
8.80108642578125,1.6574493408203126,9.56243896484375,1.0023538208007812,317.6353424072266,5.310018357137465,9.539983553117311,0.0673400586776654,1686.6494990580175,113.57907623522186,5.467006989738355,1.722513491621411,2.8413162894420467,1.2664124195008195,241.06864597808467,3.173854379852916,2.243594776622615,0.18458871899234902,765.1167778827561,141.23192590893157
1.80108642578125,6.607449340820312,2.56243896484375,5.9973538208007815,117.68534240722656,0.27258422015501155,0.42726159593192164,1.4288861589418753,32.07916728374936,45.8374781221305,10.48640436074301,4.930935883937959,13.197273558778427,8.358999151454322,42.306270906706395,2.126655995447324,1.5788102522396272,0.26987157166098225,89.97088466876585,24.280584049288812
1.58233642578125,3.9777618408203126,4.53118896484375,9.275322570800782,236.40565490722653,0.39779566728784677,0.488520903748208,1.1282650383384525,94.0411452444406,106.10333634461075,4.577750964631691,1.9070774723792012,6.289046631095748,4.064012618367063,137.88948665606193,2.40040115356229,1.5474968268240055,0.2532993519508707,330.9900828333231,83.83957348384575
